GAME_DATE_EST,GAME_ID,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,HOME_TEAM_WINS
2020-10-11,41900406,1610612748,1610612747,2019,0
2020-10-09,41900405,1610612747,1610612748,2019,0
2020-10-06,41900404,1610612748,1610612747,2019,0
2020-10-04,41900403,1610612748,1610612747,2019,1
2020-10-02,41900402,1610612747,1610612748,2019,1
2020-09-30,41900401,1610612747,1610612748,2019,1
2020-09-27,41900306,1610612748,1610612738,2019,1
2020-09-26,41900315,1610612747,1610612743,2019,1
2020-09-25,41900305,1610612738,1610612748,2019,1
2020-09-24,41900314,1610612743,1610612747,2019,0
2020-09-23,41900304,1610612748,1610612738,2019,1
2020-09-22,41900313,1610612743,1610612747,2019,1
2020-09-20,41900312,1610612747,1610612743,2019,1
2020-09-19,41900303,1610612748,1610612738,2019,0
2020-09-18,41900311,1610612747,1610612743,2019,1
2020-09-17,41900302,1610612738,1610612748,2019,0
2020-09-15,41900301,1610612738,1610612748,2019,0
2020-09-15,41900237,1610612746,1610612743,2019,0
2020-09-13,41900236,1610612743,1610612746,2019,1
2020-09-12,41900225,1610612747,1610612745,2019,1
2020-09-11,41900235,1610612746,1610612743,2019,0
2020-09-11,41900217,1610612761,1610612738,2019,0
2020-09-10,41900224,1610612745,1610612747,2019,0
2020-09-09,41900216,1610612738,1610612761,2019,0
2020-09-09,41900234,1610612743,1610612746,2019,0
2020-09-08,41900205,1610612749,1610612748,2019,0
2020-09-08,41900223,1610612745,1610612747,2019,0
2020-09-07,41900215,1610612761,1610612738,2019,0
2020-09-07,41900233,1610612743,1610612746,2019,0
2020-09-06,41900204,1610612748,1610612749,2019,0
2020-09-06,41900222,1610612747,1610612745,2019,1
2020-09-05,41900214,1610612738,1610612761,2019,0
2020-09-05,41900232,1610612746,1610612743,2019,0
2020-09-04,41900203,1610612748,1610612749,2019,1
2020-09-04,41900221,1610612747,1610612745,2019,0
2020-09-03,41900213,1610612738,1610612761,2019,0
2020-09-03,41900231,1610612746,1610612743,2019,1
2020-09-02,41900202,1610612749,1610612748,2019,0
2020-09-02,41900177,1610612745,1610612760,2019,1
2020-09-01,41900212,1610612761,1610612738,2019,0
2020-09-01,41900167,1610612743,1610612762,2019,1
2020-08-31,41900201,1610612749,1610612748,2019,0
2020-08-31,41900176,1610612760,1610612745,2019,1
2020-08-30,41900211,1610612761,1610612738,2019,0
2020-08-30,41900156,1610612742,1610612746,2019,0
2020-08-30,41900166,1610612762,1610612743,2019,0
2020-08-29,41900105,1610612749,1610612753,2019,1
2020-08-29,41900175,1610612745,1610612760,2019,1
2020-08-29,41900145,1610612747,1610612757,2019,1
2020-08-25,41900165,1610612743,1610612762,2019,1
2020-08-25,41900155,1610612746,1610612742,2019,1
2020-08-24,41900104,1610612753,1610612749,2019,0
2020-08-24,41900174,1610612760,1610612745,2019,1
2020-08-24,41900134,1610612748,1610612754,2019,1
2020-08-24,41900144,1610612757,1610612747,2019,0
2020-08-23,41900124,1610612755,1610612738,2019,0
2020-08-23,41900154,1610612742,1610612746,2019,1
2020-08-23,41900114,1610612751,1610612761,2019,0
2020-08-23,41900164,1610612762,1610612743,2019,1
2020-08-22,41900103,1610612753,1610612749,2019,0
2020-08-22,41900133,1610612748,1610612754,2019,1
2020-08-22,41900173,1610612760,1610612745,2019,1
2020-08-22,41900143,1610612757,1610612747,2019,0
2020-08-21,41900113,1610612751,1610612761,2019,0
2020-08-21,41900163,1610612762,1610612743,2019,1
2020-08-21,41900123,1610612755,1610612738,2019,0
2020-08-21,41900153,1610612742,1610612746,2019,0
2020-08-20,41900132,1610612754,1610612748,2019,0
2020-08-20,41900172,1610612745,1610612760,2019,1
2020-08-20,41900102,1610612749,1610612753,2019,1
2020-08-20,41900142,1610612747,1610612757,2019,1
2020-08-19,41900112,1610612761,1610612751,2019,1
2020-08-19,41900162,1610612743,1610612762,2019,0
2020-08-19,41900122,1610612738,1610612755,2019,1
2020-08-19,41900152,1610612746,1610612742,2019,0
2020-08-18,41900101,1610612749,1610612753,2019,0
2020-08-18,41900131,1610612754,1610612748,2019,0
2020-08-18,41900171,1610612745,1610612760,2019,1
2020-08-18,41900141,1610612747,1610612757,2019,0
2020-08-17,41900161,1610612743,1610612762,2019,1
2020-08-17,41900111,1610612761,1610612751,2019,1
2020-08-17,41900121,1610612738,1610612755,2019,1
2020-08-17,41900151,1610612746,1610612742,2019,1
2020-08-15,51900111,1610612757,1610612763,2019,1
2020-08-14,21901318,1610612761,1610612743,2019,1
2020-08-14,21901316,1610612754,1610612748,2019,1
2020-08-14,21901317,1610612746,1610612760,2019,1
2020-08-14,21901315,1610612745,1610612755,2019,0
2020-08-13,21901308,1610612738,1610612764,2019,0
2020-08-13,21901310,1610612747,1610612758,2019,0
2020-08-13,21901311,1610612763,1610612749,2019,1
2020-08-13,21901313,1610612756,1610612742,2019,1
2020-08-13,21901314,1610612762,1610612759,2019,1
2020-08-13,21901309,1610612751,1610612757,2019,0
2020-08-13,21901312,1610612753,1610612740,2019,1
2020-08-12,21901304,1610612745,1610612754,2019,0
2020-08-12,21901305,1610612755,1610612761,2019,0
2020-08-12,21901306,1610612760,1610612748,2019,1
2020-08-12,21901307,1610612743,1610612746,2019,0
2020-08-11,21901297,1610612753,1610612751,2019,0
2020-08-11,21901298,1610612759,1610612745,2019,1
2020-08-11,21901299,1610612755,1610612756,2019,0
2020-08-11,21901301,1610612763,1610612738,2019,0
2020-08-11,21901300,1610612742,1610612757,2019,0
2020-08-11,21901302,1610612758,1610612740,2019,1
2020-08-11,21901303,1610612764,1610612749,2019,0
2020-08-10,21901292,1610612756,1610612760,2019,1
2020-08-10,21901293,1610612762,1610612742,2019,0
2020-08-10,21901294,1610612749,1610612761,2019,0
2020-08-10,21901295,1610612748,1610612754,2019,1
2020-08-10,21901296,1610612747,1610612743,2019,1
2020-08-09,21901285,1610612760,1610612764,2019,1
2020-08-09,21901286,1610612761,1610612763,2019,1
2020-08-09,21901287,1610612740,1610612759,2019,0
2020-08-09,21901288,1610612738,1610612753,2019,1
2020-08-09,21901289,1610612757,1610612755,2019,1
2020-08-09,21901290,1610612758,1610612745,2019,0
2020-08-09,21901291,1610612746,1610612751,2019,0
2020-08-08,21901280,1610612757,1610612746,2019,0
2020-08-08,21901281,1610612743,1610612762,2019,1
2020-08-08,21901282,1610612754,1610612747,2019,1
2020-08-08,21901283,1610612748,1610612756,2019,0
2020-08-08,21901284,1610612742,1610612749,2019,1
2020-08-07,21901274,1610612759,1610612762,2019,1
2020-08-07,21901275,1610612763,1610612760,2019,1
2020-08-07,21901276,1610612751,1610612758,2019,1
