GAME_DATE_EST,GAME_ID,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,HOME_TEAM_WINS
2021-04-04,22000756,1610612746,1610612747,2020,1
2021-04-04,22000757,1610612738,1610612766,2020,1
2021-04-04,22000758,1610612755,1610612763,2020,0
2021-04-04,22000759,1610612737,1610612744,2020,1
2021-04-04,22000760,1610612745,1610612740,2020,0
2021-04-04,22000761,1610612743,1610612753,2020,1
2021-04-03,22000747,1610612764,1610612742,2020,0
2021-04-03,22000748,1610612765,1610612752,2020,0
2021-04-03,22000749,1610612748,1610612739,2020,1
2021-04-03,22000750,1610612755,1610612750,2020,1
2021-04-03,22000751,1610612759,1610612754,2020,0
2021-04-03,22000752,1610612762,1610612753,2020,1
2021-04-03,22000753,1610612757,1610612760,2020,1
2021-04-03,22000754,1610612758,1610612749,2020,0
2021-04-02,22000737,1610612761,1610612744,2020,1
2021-04-02,22000738,1610612738,1610612745,2020,1
2021-04-02,22000739,1610612752,1610612742,2020,0
2021-04-02,22000740,1610612754,1610612766,2020,0
2021-04-02,22000741,1610612763,1610612750,2020,1
2021-04-02,22000742,1610612740,1610612737,2020,0
2021-04-02,22000743,1610612762,1610612741,2020,1
2021-04-02,22000744,1610612756,1610612760,2020,1
2021-04-02,22000745,1610612757,1610612749,2020,0
2021-04-02,22000746,1610612758,1610612747,2020,0
2021-04-01,22000179,1610612765,1610612764,2020,1
2021-04-01,22000731,1610612739,1610612755,2020,0
2021-04-01,22000732,1610612751,1610612766,2020,1
2021-04-01,22000733,1610612748,1610612744,2020,1
2021-04-01,22000734,1610612740,1610612753,2020,0
2021-04-01,22000735,1610612759,1610612737,2020,0
2021-04-01,22000736,1610612746,1610612743,2020,0
2021-03-31,22000721,1610612765,1610612757,2020,0
2021-03-31,22000722,1610612754,1610612748,2020,0
2021-03-31,22000723,1610612738,1610612742,2020,0
2021-03-31,22000724,1610612751,1610612745,2020,1
2021-03-31,22000725,1610612763,1610612762,2020,0
2021-03-31,22000726,1610612750,1610612752,2020,1
2021-03-31,22000727,1610612760,1610612761,2020,1
2021-03-31,22000728,1610612759,1610612758,2020,1
2021-03-31,22000729,1610612747,1610612749,2020,0
2021-03-31,22000730,1610612756,1610612741,2020,1
2021-03-30,22000718,1610612764,1610612766,2020,0
2021-03-30,22000719,1610612743,1610612755,2020,1
2021-03-30,22000171,1610612756,1610612737,2020,1
2021-03-30,22000720,1610612746,1610612753,2020,0
2021-03-29,22000707,1610612764,1610612754,2020,1
2021-03-29,22000708,1610612738,1610612740,2020,0
2021-03-29,22000709,1610612751,1610612750,2020,1
2021-03-29,22000710,1610612752,1610612748,2020,0
2021-03-29,22000711,1610612765,1610612761,2020,1
2021-03-29,22000712,1610612745,1610612763,2020,0
2021-03-29,22000713,1610612760,1610612742,2020,0
2021-03-29,22000714,1610612759,1610612758,2020,0
2021-03-29,22000715,1610612762,1610612739,2020,1
2021-03-29,22000716,1610612744,1610612741,2020,1
2021-03-29,22000717,1610612746,1610612749,2020,1
2021-03-28,22000703,1610612766,1610612756,2020,0
2021-03-28,22000704,1610612761,1610612757,2020,0
2021-03-28,22000705,1610612743,1610612737,2020,1
2021-03-28,22000706,1610612747,1610612753,2020,1
2021-03-27,22000694,1610612764,1610612765,2020,1
2021-03-27,22000695,1610612749,1610612752,2020,0
2021-03-27,22000696,1610612750,1610612745,2020,0
2021-03-27,22000697,1610612759,1610612741,2020,1
2021-03-27,22000698,1610612740,1610612742,2020,1
2021-03-27,22000699,1610612760,1610612738,2020,0
2021-03-27,22000700,1610612762,1610612763,2020,1
2021-03-27,22000701,1610612746,1610612755,2020,1
2021-03-27,22000702,1610612758,1610612739,2020,1
2021-03-26,22000683,1610612765,1610612751,2020,0
2021-03-26,22000684,1610612761,1610612756,2020,0
2021-03-26,22000685,1610612749,1610612738,2020,0
2021-03-26,22000686,1610612766,1610612748,2020,1
2021-03-26,22000687,1610612753,1610612757,2020,0
2021-03-26,22000688,1610612750,1610612745,2020,1
2021-03-26,22000689,1610612740,1610612743,2020,0
2021-03-26,22000690,1610612742,1610612754,2020,0
2021-03-26,22000691,1610612762,1610612763,2020,1
2021-03-26,22000692,1610612744,1610612737,2020,0
2021-03-26,22000693,1610612747,1610612739,2020,1
2021-03-25,22000678,1610612748,1610612757,2020,0
2021-03-25,22000679,1610612752,1610612764,2020,1
2021-03-25,22000680,1610612759,1610612746,2020,0
2021-03-25,22000681,1610612747,1610612755,2020,0
2021-03-25,22000682,1610612758,1610612744,2020,1
2021-03-24,22000667,1610612754,1610612765,2020,1
2021-03-24,22000668,1610612761,1610612743,2020,1
2021-03-24,22000669,1610612749,1610612738,2020,1
2021-03-24,22000670,1610612753,1610612756,2020,1
2021-03-24,22000671,1610612741,1610612739,2020,0
2021-03-24,22000672,1610612745,1610612766,2020,0
2021-03-24,22000673,1610612750,1610612742,2020,0
2021-03-24,22000674,1610612760,1610612763,2020,0
2021-03-24,22000675,1610612759,1610612746,2020,0
2021-03-24,22000676,1610612762,1610612751,2020,1
2021-03-24,22000677,1610612758,1610612737,2020,1
2021-03-23,22000661,1610612753,1610612743,2020,0
2021-03-23,22000662,1610612752,1610612764,2020,1
2021-03-23,22000663,1610612740,1610612747,2020,1
2021-03-23,22000664,1610612748,1610612756,2020,0
2021-03-23,22000665,1610612744,1610612755,2020,0
2021-03-23,22000666,1610612757,1610612751,2020,0
2021-03-22,22000653,1610612739,1610612758,2020,0
2021-03-22,22000654,1610612750,1610612760,2020,0
2021-03-22,22000655,1610612759,1610612766,2020,0
2021-03-22,22000656,1610612741,1610612762,2020,0
2021-03-22,22000657,1610612745,1610612761,2020,1
2021-03-22,22000658,1610612763,1610612738,2020,1
2021-03-22,22000659,1610612749,1610612754,2020,1
2021-03-22,22000660,1610612746,1610612737,2020,1
2021-01-01,22000069,1610612766,1610612763,2020,0
2021-01-01,22000070,1610612765,1610612738,2020,1
2021-01-01,22000071,1610612742,1610612748,2020,1
2021-01-01,22000072,1610612751,1610612737,2020,0
2021-01-01,22000073,1610612749,1610612741,2020,1
2021-01-01,22000074,1610612750,1610612764,2020,0
2021-01-01,22000075,1610612759,1610612747,2020,0
2021-01-01,22000076,1610612743,1610612756,2020,0
2021-01-01,22000077,1610612762,1610612746,2020,1
2021-01-01,22000078,1610612744,1610612757,2020,0
2020-12-31,22000062,1610612754,1610612739,2020,1
2020-12-31,22000063,1610612764,1610612741,2020,0
2020-12-31,22000064,1610612753,1610612755,2020,0
2020-12-31,22000065,1610612745,1610612758,2020,1
2020-12-31,22000066,1610612761,1610612752,2020,1
2020-12-31,22000067,1610612760,1610612740,2020,0
2020-12-31,22000068,1610612762,1610612756,2020,0
2020-12-30,22000056,1610612738,1610612763,2020,1
2020-12-30,22000057,1610612751,1610612737,2020,1
2020-12-30,22000058,1610612748,1610612749,2020,1
2020-12-30,22000059,1610612742,1610612766,2020,0
2020-12-30,22000060,1610612759,1610612747,2020,0
2020-12-30,22000061,1610612746,1610612757,2020,1
2020-12-29,22000046,1610612739,1610612752,2020,0
2020-12-29,22000047,1610612765,1610612744,2020,0
2020-12-29,22000048,1610612754,1610612738,2020,0
2020-12-29,22000049,1610612755,1610612761,2020,1
2020-12-29,22000050,1610612764,1610612741,2020,0
2020-12-29,22000051,1610612748,1610612749,2020,0
2020-12-29,22000052,1610612760,1610612753,2020,0
2020-12-29,22000053,1610612756,1610612740,2020,1
2020-12-29,22000054,1610612746,1610612750,2020,1
2020-12-29,22000055,1610612758,1610612743,2020,1
2020-12-28,22000041,1610612737,1610612765,2020,1
2020-12-28,22000042,1610612751,1610612763,2020,0
2020-12-28,22000043,1610612760,1610612762,2020,0
2020-12-28,22000044,1610612743,1610612745,2020,1
2020-12-28,22000045,1610612747,1610612757,2020,0
2020-12-27,22000031,1610612746,1610612742,2020,0
2020-12-27,22000032,1610612766,1610612751,2020,1
2020-12-27,22000033,1610612764,1610612753,2020,0
2020-12-27,22000034,1610612740,1610612759,2020,1
